アルコール分,日本酒度,エキス分,総酸,アミノ酸度,甘辛度,濃淡度,精米歩合,容器,タイプ
15.522,3.473,4.755,1.031,2.428,-0.099,-0.432,66.14,茶色瓶,純米酒
15.385,0.645,5.372,1.428,1.5150000000000001,-0.511,-0.36,83.92,NA,純米酒
15.006,NA,3.683,1.5230000000000001,1.455,-0.547,-0.41,78.44,紙パック,純米酒
14.883,1.254,NA,1.044,1.717,-0.589,-0.448,73.79,緑色瓶,純米酒
16.618,6.605,3.609,1.899,1.576,-0.347,-0.498,66.18,茶色瓶,純米酒
15.153,6.805,4.877,1.721,1.964,-0.392,-0.408,70.81,緑色瓶,純米酒
16.238,-0.227,5.036,1.289,1.187,-0.495,-0.387,71.59,茶色瓶,純米酒
14.995,-0.044,4.439,1.6,1.316,-0.429,-0.305,73.05,茶色瓶,純米酒
15.522,2.8129999999999997,5.032,1.279,1.8,-0.497,-0.477,77.26,茶色瓶,純米酒
15.592,7.396,4.329,1.696,1.4929999999999999,-0.223,-0.417,73.96,緑色瓶,純米酒
15.093,4.288,3.187,1.722,1.218,-0.393,-0.387,76.14,緑色瓶,純米酒
14.896,1.454,4.635,1.315,0.836,-0.565,-0.382,76.45,茶色瓶,純米酒
15.283,2.21,4.325,1.147,1.579,-0.533,-0.433,79.97,緑色瓶,純米酒
15.205,7.338,4.5969999999999995,1.6720000000000002,1.806,-0.46,-0.46,73.17,紙パック,純米酒
15.375,2.487,4.525,1.659,1.576,-0.296,-0.497,76.06,茶色瓶,純米酒
15.204,11.587,3.651,1.23,1.083,-0.51,-0.259,76.87,青色瓶,純米酒
14.916,7.916,5.021,1.341,1.5150000000000001,-0.269,-0.326,81.38,茶色瓶,純米酒
15.551,2.6189999999999998,4.377,1.468,1.208,-0.324,-0.356,71.17,茶色瓶,純米酒
16.363,6.732,3.789,1.682,0.72,-0.373,-0.54,75.95,緑色瓶,純米酒
15.081,-5.494,4.458,1.403,0.805,-0.223,-0.495,72.62,茶色瓶,純米酒
15.202,7.053,4.796,1.26,0.897,-0.471,-0.425,74.94,茶色瓶,純米酒
15.639,-0.559,4.984,1.871,2.085,-0.399,-0.536,73.99,茶色瓶,純米酒
14.649000000000001,3.204,4.112,1.8199999999999998,1.276,-0.539,-0.411,77.78,緑色瓶,純米酒
15.323,6.304,4.591,1.655,1.784,-0.613,-0.467,72.56,緑色瓶,純米酒
15.486,4.438,4.314,1.374,1.858,-0.512,-0.328,75.63,その他色瓶,純米酒
16.167,6.203,3.778,1.375,1.425,-0.235,-0.806,NA,茶色瓶,本醸造酒
15.338,0.454,5.215,1.428,1.3439999999999999,-0.259,-1.001,64.98,緑色瓶,本醸造酒
16.455,0.109,4.767,1.401,0.804,-0.236,-0.915,65.55,茶色瓶,本醸造酒
14.693999999999999,7.866,4.655,0.917,1.321,-0.527,-0.97,67.11,緑色瓶,本醸造酒
15.831,5.498,4.485,1.156,0.996,-0.274,-0.828,60.89,茶色瓶,本醸造酒
15.675,6.548,4.573,NA,0.993,-0.225,-0.811,70.71,緑色瓶,本醸造酒
15.735,4.75,4.788,0.966,1.025,-0.162,-0.724,65.09,茶色瓶,本醸造酒
15.48,2.156,4.522,1.174,1.528,-0.068,-0.837,66.07,茶色瓶,本醸造酒
15.357,6.737,4.167,1.159,1.681,-0.477,-0.949,64.81,茶色瓶,本醸造酒
15.951,-3.375,3.895,1.358,1.464,-0.383,-0.835,63.05,茶色瓶,本醸造酒
15.716,4.056,3.661,1.8359999999999999,1.038,-0.167,-0.961,66.95,緑色瓶,本醸造酒
15.423,4.634,NA,1.1280000000000001,1.596,-0.267,-0.801,62.35,茶色瓶,本醸造酒
16.218,4.241,4.633,0.9,1.29,-0.776,-0.806,66.84,茶色瓶,本醸造酒
15.957,2.803,3.8,1.107,0.887,-0.439,-0.846,68.02,緑色瓶,本醸造酒
14.991,2.943,3.515,1.421,1.3679999999999999,-0.098,-0.983,64.18,茶色瓶,本醸造酒
14.862,6.519,3.983,1.078,1.2429999999999999,-0.257,-0.773,65.37,緑色瓶,本醸造酒
15.257,0.043,4.913,0.802,1.4729999999999999,-0.483,-0.819,68.79,茶色瓶,本醸造酒
14.975,0.999,4.329,1.389,1.599,-0.233,-0.832,60.64,茶色瓶,本醸造酒
15.196,4.393,4.626,1.3,1.488,-0.216,-0.964,62.95,茶色瓶,本醸造酒
16.349,2.104,4.333,1.004,1.799,-0.542,-0.874,66.29,リターナブル瓶,本醸造酒
14.707,7.074,4.178,1.186,1.07,-0.214,-0.945,66.2,茶色瓶,本醸造酒
14.687,8.322,3.708,1.23,1.591,-0.329,-0.867,61.97,茶色瓶,本醸造酒
15.336,7.378,4.44,1.585,1.678,-0.108,-0.755,65.94,緑色瓶,本醸造酒
14.618,8.581,4.405,1.064,1.3639999999999999,-0.169,-0.882,68.4,茶色瓶,本醸造酒
15.477,3.641,4.926,1.264,1.752,-0.184,-0.86,NA,茶色瓶,本醸造酒
15.81,1.326,4.6129999999999995,1.228,1.316,-0.529,-0.805,65.23,茶色瓶,本醸造酒
15.738,-0.701,4.799,1.709,1.12,-0.299,-0.977,63.89,茶色瓶,本醸造酒
15.139,NA,3.786,1.106,1.81,-0.328,-0.815,65.12,茶色瓶,本醸造酒
15.259,2.366,5.388,0.946,2.051,-0.458,-0.906,60.15,緑色瓶,本醸造酒
15.029,7.227,4.286,1.186,0.386,-0.486,-0.758,61.19,茶色瓶,本醸造酒
14.96,5.179,4.657,1.24,1.422,-0.305,-0.877,64.83,茶色瓶,本醸造酒
15.537,0.659,4.187,1.363,1.231,-0.194,-0.814,67.38,NA,本醸造酒
15.399000000000001,5.872,4.715,1.416,0.577,-0.47,-0.81,62.7,茶色瓶,本醸造酒
15.542,NA,4.506,1.006,1.326,-0.298,NA,63.07,緑色瓶,本醸造酒
15.852,-2.341,4.265,1.307,1.5070000000000001,-0.226,-0.895,64.8,茶色瓶,本醸造酒
15.744,4.8870000000000005,4.543,1.251,0.563,-0.216,-0.927,62.41,茶色瓶,本醸造酒
15.804,6.961,4.932,1.13,1.276,-0.379,-0.791,68.32,茶色瓶,本醸造酒
15.991,4.583,4.466,1.362,1.5939999999999999,-0.309,-0.842,63.81,緑色瓶,本醸造酒
15.837,7.049,3.9619999999999997,1.838,1.414,-0.422,-0.819,65.35,緑色瓶,本醸造酒
15.005,10.932,4.301,1.5659999999999998,1.549,NA,-0.866,65.53,茶色瓶,本醸造酒
15.702,6.483,4.849,1.349,1.169,-0.117,-0.968,65.65,茶色瓶,本醸造酒
15.422,7.804,3.725,1.091,1.089,-0.2,-0.777,68.33,茶色瓶,本醸造酒
15.255,6.128,4.664,1.186,1.303,-0.365,-0.934,64.41,緑色瓶,本醸造酒
14.636,11.741,3.443,1.6800000000000002,0.942,-0.286,-0.894,61.19,茶色瓶,本醸造酒
16.204,6.989,4.225,1.347,1.392,-0.125,-0.866,NA,茶色瓶,本醸造酒
14.716,6.823,3.84,1.351,1.8239999999999998,-0.345,-0.93,64.13,茶色瓶,本醸造酒
14.752,4.548,3.915,1.002,1.245,-0.107,-0.751,66.12,緑色瓶,本醸造酒
15.173,4.609,5.11,1.171,1.484,-0.407,-0.857,64.53,茶色瓶,本醸造酒
15.081,NA,5.416,1.2810000000000001,1.455,-0.126,-0.875,66.44,茶色瓶,本醸造酒
15.982,6.314,3.974,1.288,1.193,NA,-0.923,64.59,茶色瓶,本醸造酒
15.479,NA,4.519,1.407,NA,-0.365,-0.84,62.14,茶色瓶,本醸造酒
15.964,NA,5.018,1.155,1.849,-0.118,-0.7,64.87,NA,本醸造酒
16.194,5.069,4.522,1.381,1.415,-0.216,-0.871,63.79,緑色瓶,本醸造酒
15.157,-0.274,4.898,NA,1.057,-0.462,-0.871,64.76,茶色瓶,本醸造酒
15.12,4.352,4.772,1.127,1.462,-0.308,-0.912,61.95,茶色瓶,本醸造酒
15.068,3.148,4.971,1.432,1.417,0.031,-0.817,67.55,茶色瓶,本醸造酒
15.545,7.744,4.155,1.226,1.436,-0.22,-0.815,65.18,茶色瓶,本醸造酒
16.165,11.235,4.067,1.351,0.821,-0.08,-0.93,61.16,茶色瓶,本醸造酒
15.751,0.444,3.637,1.464,1.657,-0.357,-0.83,63.41,茶色瓶,本醸造酒
14.42,6.318,4.362,1.5,1.596,-0.242,-0.879,61.58,茶色瓶,本醸造酒
15.502,1.447,3.686,1.252,0.915,-0.177,-0.853,63.81,茶色瓶,本醸造酒
15.368,6.419,4.741,1.442,0.959,0.024,-0.764,63.44,茶色瓶,本醸造酒
15.078,5.431,3.996,1.154,NA,-0.38,-0.895,62.23,茶色瓶,本醸造酒
15.836,6.788,4.055,1.066,1.635,-0.195,-0.893,64.59,茶色瓶,本醸造酒
15.684,4.261,3.556,1.143,1.337,-0.076,-0.831,67.8,茶色瓶,本醸造酒
NA,2.078,3.86,1.106,0.967,-0.425,-0.894,65.03,緑色瓶,本醸造酒
15.899000000000001,3.447,4.006,1.581,2.049,-0.238,-0.769,68.96,茶色瓶,本醸造酒
NA,0.067,5.609,1.533,1.818,-0.349,-0.862,65.32,緑色瓶,本醸造酒
15.742,4.714,4.308,1.2429999999999999,1.114,-0.493,-0.908,68.54,茶色瓶,本醸造酒
16.195,NA,3.9459999999999997,1.291,1.124,-0.358,-0.901,61.46,緑色瓶,本醸造酒
15.618,-3.406,5.125,1.211,1.299,-0.229,-0.892,62.06,茶色瓶,本醸造酒
15.072,3.172,4.7379999999999995,1.346,0.926,-0.427,-0.898,66.43,緑色瓶,本醸造酒
15.352,4.728,3.568,1.384,1.563,-0.168,-0.82,68.13,茶色瓶,本醸造酒
15.594,7.553,4.396,1.125,1.395,-0.638,-0.746,64.24,緑色瓶,本醸造酒
15.368,7.128,3.828,1.3900000000000001,1.049,-0.128,-0.884,62.59,茶色瓶,本醸造酒
15.371,3.403,4.514,1.514,1.459,-0.159,-0.84,64.1,茶色瓶,本醸造酒
15.63,2.404,5.099,1.393,1.393,-0.387,-0.971,62.58,茶色瓶,本醸造酒
15.239,3.403,4.045,1.6989999999999998,1.609,-0.132,-0.794,62.23,緑色瓶,本醸造酒
15.125,8.339,5.425,1.554,1.383,-0.154,-0.979,65.06,茶色瓶,本醸造酒
15.449,3.461,3.622,1.16,1.031,-0.2,-0.873,63.39,緑色瓶,本醸造酒
15.709,4.618,4.446,1.213,1.335,-0.511,-0.9,62.76,茶色瓶,本醸造酒
14.871,2.255,4.31,1.156,1.198,-0.278,-0.829,62.86,茶色瓶,本醸造酒
15.733,1.52,3.567,0.976,0.978,-0.463,-0.831,60.24,茶色瓶,本醸造酒
14.832,6.422,4.156,1.47,1.786,-0.262,-0.833,66.35,茶色瓶,本醸造酒
15.412,2.186,4.016,1.276,1.15,-0.226,-0.768,64.01,緑色瓶,本醸造酒
14.714,2.049,3.6630000000000003,1.053,1.787,-0.111,-0.901,60.39,茶色瓶,本醸造酒
15.098,0.312,5.236,0.987,1.338,-0.326,-0.876,61.72,茶色瓶,本醸造酒
14.945,3.372,3.786,1.321,1.837,-0.471,-0.751,67.26,茶色瓶,本醸造酒
15.837,5.037,4.578,1.205,1.696,-0.358,-0.934,64.89,茶色瓶,本醸造酒
15.478,5.969,3.39,0.936,0.707,-0.243,-0.993,64.19,茶色瓶,本醸造酒
